story,url,title,descr 
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6397112.shtml,"Стефан Эль-Шаарави выбран игроком недели Лиги чемпионов, Алан Дзагоев – третий",Полузащитник «Ромы» победил в голосовании с большим преимуществом.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6394991.shtml,"Маурисио Почеттино: «Победы ничего не будут значить, если в конце сезона мы не возьмем трофей»",Аргентинец рассчитывает на первый титул со «шпорами».
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6394826.shtml,"Нападающий «Реала» Криштиану Роналду: «Тоттенхэм» забил из офсайда, как и «Жирона»",Лучший бомбардир из офсайдов прокомментировал последние матчи «Реала».
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6394638.shtml,Фанаты «Шахтера» и «Фейенорда» устроили драку стульями в харьковском баре,Лютое побоище.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6394559.shtml,"Рой Кин: «Если бы «Ливерпуль» играл в моем саду, я бы не вышел посмотреть на них»",Экс-полузащитник «Манчестер Юнайтед» раскритиковал игру команды Юргена Клоппа.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6394448.shtml,Полузащитник ЦСКА  Алан Дзагоев номинирован на звание футболиста недели в Лиге чемпионов,За армейца можно проголосовать на сайте УЕФА.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6394361.shtml,"Криштиану Роналду: «Если хотите поговорить о моей статистике, вбейте в в Google «Голы Криштиану»",Лидер «Реала» был раздражен после матча с «Тоттенхэмом».
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6394250.shtml,"4 мощных факта про выезд «Спартака» в Андалусию, которые разбудят в тебе любовь к математике",Твой недосып оправдают гол «Спартака» и чудо-статистика.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6394254.shtml,Посылка с Алли. «Тоттенхэм» размазал «Реал Мадрид» в Лиге чемпионов,Лучший матч «шпор» Почеттино в Лиге чемпионов.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6394212.shtml,"Шедевр Мертенса и еще 5 мячей рубки «Сити» с «Наполи», в которой Гвардиола вырулил в плей-офф ЛЧ",«Горожане» накидали 4 гола очередному сопернику.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6394185.shtml,"Все голы матча, в котором «Тоттенхэм» сильно расстроил Криштиану Роналду","«Шпоры» воткнули «Реалу» три мяча, а получили один."
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6394111.shtml,Серхио Агуэро стал лучшим бомбардиром в истории «Манчестер Сити»,Аргентинец вошел в историю «горожан».
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6394090.shtml,«Тоттенхэм» задавил «Реал Мадрид» в Лиге чемпионов,В матче четвертого тура группового этапа Лиги чемпионов «Тоттенхэм» на «Уэмбли» победил мадридский «Реал» – 3:1.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6394104.shtml,Испанцы усмиряли фанатов «Спартака» с помощью конной полиции перед матчем против «Севильи»,Действенные меры.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6394161.shtml,"Огонь в Неаполе, проигрыш «Спартака» и унижение «Реала». Все результаты дня",В этот вечер было много голов.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6394083.shtml,Marca: спортивный директор «Барселоны» просматривал Александра Головина в матче с «Базелем»,Каталонцы мечтают о перспективном русском парне.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6394003.shtml,Криштиану Роналду прокинул мяч партнеру между ног на тренировке и жутко с этого поугарал,Португалец готов разорвать «Тоттенхэм».
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2011-2012/story_sto6393786.shtml,"Рахим Стерлинг поиздевался над Лероем Сане и еще двумя пацанами в самолете, но ни разу не отхватил",Полузащитник «Манчестер Сити» тот еще шутник.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6393694.shtml,Капитан «Атлетико» Габи: «Играть в Лиге Европы – полное дерьмо»,Испанец разочарован выступлением команды в ЛЧ.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6393421.shtml,"Фанат выбежал на поле, обнял и поцеловал Лионеля Месси, пока стюарды где-то ловили мух",За это время можно было снять романтическую мелодраму.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6393392.shtml,"Крутой Джокер от форварда «ПСЖ» Неймара, который не стыдно показать Бэтмену",Бразильцу идет.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6393054.shtml,"Стив – мастер. Предатель «Ливерпуля» хотел в «Барсу», но выбрал деньги «Реала»","Стив Макманаман – самый успешный англичанин, который играл за границей."
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6393277.shtml,Героический гол «Карабаха» и роскошный ответ «Атлетико» из самого сенсационного матча этой ЛЧ,Мадридцы не справились с азербайджанской командой второй раз подряд.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6393276.shtml,Главный тренер «Атлетико» Диего Симеоне: «Карабах» отлично оборонялся»,Аргентинец оценил игру азербайджанской команды в четвертом туре Лиги чемпионов.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6393229.shtml,"Алло, мы ищем. Алан, ты? Если бы победа ЦСКА над «Базелем» в Лиге чемпионов была премией","Очередной матч армейцев в ЛЧ, который мог закончиться провалом, а стал сказкой."
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6393192.shtml,"Бокальчик, «Рома». Почему «Челси» не нужна Лига чемпионов","Лондонцы нещадно сливают сезон из-за кубка, который все равно не выиграть."
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6393134.shtml,"Бездарная игра «Челси» в обороне, после которой тебе неловко будет ругать сборную России",Антонио Конте разучился работать с защитниками.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6393057.shtml,"Внезапная победа ЦСКА, позор «Челси» и «Атлетико». Результаты четвертого тура ЛЧ",Вторник принес парочку сюрпризов.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6392998.shtml,ЦСКА перевернул матч с «Базелем»,В матче четвертого тура группового этапа Лиги чемпионов московский ЦСКА на выезде выиграл у «Базеля» – 2:1.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6393004.shtml,Гари Невилл: «Жозе Моуринью похож на Флойда Мэйуэзера – тот тоже использовал оборону как оружие»,Взгляд на Особенного с неожиданной стороны.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6392889.shtml,"Спиридонов – о черной серии Акинфеева: «Не останавливайся, Игорь, радуй болельщиков «Спартака»",Минутка вредных советов.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6391631.shtml,Защитник «Спартака» Дмитрий Комбаров – о критике от Кафельникова: «Дилетантов слушать неинтересно»,Футболист сборной России против хейтеров.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6391408.shtml,"Бетман. Победа «Севильи» и еще 5 ставок на ЛЧ, после которых ты скупишь все стикеры во «ВКонтакте»",Скоро ты перестанешь изучать паблик «Отдам даром».
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6391234.shtml,"«Найдите кого-нибудь, кто смотрит на вас так же, как Де Хеа на меня». Мата затроллил вратаря «МЮ»","Взгляд, наполненный любовью и заботой."
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6390834.shtml,"Главный тренер «МЮ» Жозе Моуринью: «Мне сложно понять, почему «Бенфика» проиграла ЦСКА»","Португалец не понимает, как можно слить армейцам."
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6390769.shtml,Глава Ла Лиги потребовал исключения «ПСЖ» и «Сити» из Лиги чемпионов,Хавьер Тебас разоблачил темные схемы шейхов.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6378782.shtml,В команду года ФИФА попали 5 игроков «Реала»,Полная доминация мадридцев.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6378548.shtml,"Бомба от форварда «Ромы» Эдина Джеко признана самой взрывной в туре ЛЧ, от Глушакова – третьей",Это было очень красиво.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6374284.shtml,"«Зенит» поднялся на 16-е место в рейтинге УЕФА, «Спартак» – 91-й",Клуб из Санкт-Петербурга по-прежнему сильнейший в России.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6373914.shtml,«Лестер» заработал в Лиге чемпионов-2016/17 на 600 тысяч евро больше «Реала»,"«Лисы» уступили в четвертьфинале, но все равно опередили чемпиона турнира."
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6372662.shtml,"Игрок «Спартака» Куинси Промес попал в команду недели ЛЧ, Криштиану Роналду и Лионель Месси – нет",И кто тут батька?
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6372650.shtml,"Главный тренер «МЮ» Жозе Моуринью: «Другие тренеры плачут, плачут и плачут, а я нет»",Португальские мужики не ревут и не танцуют.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6372475.shtml,"Владимир Жириновский: «Какой смысл болеть за «Спартак»? 4 гола забили африканцы, наш – 1»",Не все в восторге от разгрома «Севильи».
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6372202.shtml,Нападающий «Тоттенхэма» Харри Кейн: «Роналду оказал большое влияние на мое футбольное развитие»,"Англичанин хорош, потому что учился у лучших."
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6372083.shtml,Нападающий «Барсы» Лионель Месси съел спрятанную в гетре таблетку по ходу матча против «Олимпиакоса»,Секрет аргентинца раскрыт.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6371978.shtml,Лионель Месси признавался лучшим игроком 10 из 11 матчей «Барселоны» в сезоне-2017/18,«Сине-гранатовые» не справляются без аргентинца.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6371886.shtml,«Я не бегу? Это какая-то шутка». Почему форвард «Ромы» Эдин Джеко не бревно,Боснийца рано пускать на дрова и обидно сравнивать с Погребняком.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6371833.shtml,Главный тренер ЦСКА Виктор Гончаренко: «Не могу назвать это игрой – это было как-то трусливо»,Коучу даже оправданий искать не хотелось.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6371821.shtml,Витя и вата. Как ЦСКА победить «Базель» в ответном матче Лиги чемпионов,"Армейский клуб проиграл дома без шансов, но все не так страшно."
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6371784.shtml,Ядерная ошибка самого молодого вратаря ЛЧ и трогательное утешение от Ромелу Лукаку из «МЮ»,"Дорогу молодым, говорили они."
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6371745.shtml,"Божественный гол Джеко с суперпаса Фасио, который чуть не похоронил «Челси» в его логове",Заявка на премию Пушкаша.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/calendar-result.shtml,Календарь/Результаты Лига чемпионов УЕФА - Футбол,Полный календарь и свежие результаты: Лига чемпионов УЕФА-2018-2019 на Eurosport.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6371631.shtml,"Жара в Лондоне, победа «Барсы» и страдания «Ювентуса». Результаты третьего тура ЛЧ","День, когда почти все лидеры взяли свое."
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6371619.shtml,«Челси» и «Рома» выдали ничью с 6 голами в Лиге чемпионов,В матче третьего тура группового этапа «Челси» дома сыграл вничью с «Ромой» – 3:3.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6371609.shtml,ЦСКА проиграл «Базелю» в Лиге чемпионов,«Базель» без нервов забрал 3 очка в третьем туре группового этапа – 2:0.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6371697.shtml,Форвард «Барселоны» Лионель Месси забил 100-й гол в еврокубках,Аргентинцу потребовались 122 матча для новой вехи.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6371682.shtml,"Жерар Пике забил рукой и был удален, а непонятливые фанаты «Барселоны» все равно праздновали гол",Или они просто не любят свободолюбивого каталонца.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6371470.shtml,Голкипер ЦСКА Игорь Акинфеев пропустил в 42-м подряд матче группового этапа Лиги чемпионов,"Кажется, его не остановить."
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6371651.shtml,"Защитник «ПСЖ»: «Неймар или Эден Азар? Вне всяких сомнений, Азар»","Кажется, в ближайшее трансферное окно Томас Мёнье составит компанию Эдинсону Кавани."
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6371610.shtml,«Бенфика» выпустит против «МЮ» самого молодого вратаря в истории Лиги чемпионов,Миле Сливару только в конце августа стукнуло 18.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6371573.shtml,Коуч «Баварии» Юпп Хайнкес – самый пожилой тренер в истории Лиги чемпионов,"Не успел вернуться, а уже рекорд."
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6371528.shtml,«Атлетико» подарил «Карабаху» первые очки в истории ЛЧ,В матче третьего тура группового этапа «Карабах» сыграл вничью с мадридским «Атлетико» – 0:0.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6371144.shtml,«Челси» – «Рома»: перед матчем Лиги чемпионов,Сражение за первую строчку в группе смерти.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6371301.shtml,Парниша из «Лейпцига» накрутил двух гангстеров «Порту» идеальнейшей марсельской рулеткой,Жан-Кевин Огюстен оформил трюк недели в Лиге чемпионов.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6371274.shtml,"Бетман. Гол Ромелу Лукаку и еще 3 ставки на ЛЧ, после которых твои собаки будут летать в чартерах",После этой среды у букмекеров не будет денег на надоедливую рекламу.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6371218.shtml,"Роналду с душой исполнил гимн Лиги чемпионов, пока остальные игроки «Реала» уставились в даль",Португалец чтит звуки любимого турнира.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6370463.shtml,"«Барселона» заблокировала мой трансфер в «МЮ». Дядя Рафы Надаля, который играл в дрим-тим Кройфа","Мигель Анхель Надаль застал в «Барсе» Кумана, Стоичкова, Роналдо и Гвардиолу."
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6371059.shtml,"Каземиро едва не выдернул ногу из туловища Льоренте, но судья не увидел повода для пенальти","Возможно, в Польше такое нарушением не считают."
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6370977.shtml,"«Дай мне пообщаться, дай мне пообщаться». Истерика Кевина де Брёйне в перерыве матча с «Наполи»",Бельгиец так и не получил ответы на какие-то свои вопросы.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6370954.shtml,"Фото из раздевалки «Спартака», на котором Глушаков светит кубиками, а Джикия – глубоким вырезом","Кадр, который пробуждает дух."
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6370939.shtml,"Все голы «Спартака», который превратил «Севилью» в коровью лепешку","Москвичи провели матч, после которого стране нужен официальный выходной."
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6370935.shtml,"Главный тренер «Севильи»: «Так получилось, что мы вели игру, а «Спартак» провел шесть контратак»",Эдуардо Бериццо недоволен лишь результатом игры в Москве.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6370889.shtml,Криштиану Роналду с серьезным лицом сделал пас не глядя и люто облажался,У нападающего «Реала» не все получалось в матче против «Тоттенхэма».
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6370859.shtml,Финты Стерлинга. Почему «Сити» – лучшая команда осени,«Горожане» повторили прошлогоднюю победную серию из 10 матчей.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6370591.shtml,Куинси парк. «Спартак» выжег самую крупную победу в Лиге чемпионов,Красно-белые подтолкнули падающий испанский футбол в бездну.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6370804.shtml,Соперники «Манчестер Сити» в ЛЧ забили «горожанам» с пенальти только с восьмой попытки,Уникальную серию английской команды прервал Амаду Диавара из «Наполи».
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6370783.shtml,Форвард «Реала» Криштиану Роналду обогнал Рауля и вышел на третье место по матчам в ЛЧ,Португалец нацелился на все возможные рекорды в главном еврокубке.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6370668.shtml,ЦСКА – «Базель»: перед матчем Лиги чемпионов,Армейцы могут солидно увеличить шансы на выход в плей-офф.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6370712.shtml,"«Сити» опять победил, «Спартак» – удивил, «Реал» – разочаровал. Результаты третьего тура ЛЧ","День, когда пропускали все, кроме «Ливерпуля»."
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6370663.shtml,2 гола и 2 ассиста Куинси Промеса похоронили «Севилью» в Лиге чемпионов,В матче третьего тура группового этапа «Спартак» дома переиграл «Севилью» – 5:1.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6370656.shtml,Автогол Рафаэля Варана принес «Тоттенхэму» ничью в Мадриде в матче ЛЧ,Игра на «Сантьяго Бернабеу» с Реалом» завершилась для «шпор» вничью – 1:1.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6370401.shtml,"Жозе Моуринью – о «Бенфике», не набравшей ни одного очка в ЛЧ: «Они намного лучше «Базеля» и ЦСКА»",Главный тренер «МЮ» не считает лиссабонцев слабейшей командой в группе А.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6370133.shtml,Коуч «Тоттенхэма» Маурисио Почеттино: «Харри Кейн может стать нашим Франческо Тотти»,Условие всего одно – провести всю карьеру в составе «шпор».
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6370020.shtml,"Бетман. Пенальти у «Сити» с «Наполи» и еще 3 ставки, после которых ты перейдешь на элитные сырки",Букмекеров ждет бадибэг.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6369866.shtml,«Реал» – «Тоттенхэм»: перед матчем,"Бывшая команда Гарета Бэйла едет в гости к нынешней команде Гарета Бэйла, а самого Гарета Бэйла на поле не будет."
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6369713.shtml,The Times: «Тоттенхэм» хочет получить за Харри Кейна больше 225 миллионов евро,"«Шпоры» уверены, что английский бомбардир покруче Неймара."
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6369700.shtml,Харри Кейн из «Тоттенхэма» стал лучшим нападающим АПЛ. Теперь он захватывает мир,И у него получится.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6369554.shtml,«Спартак» – «Севилья»: перед матчем Лиги чемпионов,"Игра, которая определит перспективы красно-белых на групповом этапе."
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6369501.shtml,"Главный тренер «Ливерпуля» Юрген Клопп: «Похоже, меня назвали харизматичным смешным неудачником»",Коуч выдал очередной шедевр на пресс-конференции.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6369470.shtml,Главный тренер «Реала» Зинедин Зидан: «Харри Кейн – совершенный футболист»,Француз осыпал форварда «Тоттенхэма» комплиментами.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6369273.shtml,«Тоттенхэм»: «Материал Marca о еврейском происхождении нашего клуба совершенно отвратителен»,«Шпоры» обиделись на ведущее испанское издание.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6368927.shtml,Сергей Карасев рассудит «Баварию» и «Селтик» в Лиге чемпионов,Две российские судейские бригады едут в Германию.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6368017.shtml,Защитник «Наполи» Рауль Альбиоль: «Манчестер Сити» – лучшая команда Европы»,Испанец дал определение следующему сопернику неаполитанцев.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6366296.shtml,Главный тренер «Манчестер Сити» Хосеп Гвардиола: «У «Наполи» лучший билд-ап в Европе»,Коуч «горожан» оценил построение игры неаполитанцев.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6363208.shtml,Экс-игрок «Барселоны» и «Реала» Луиш Фигу получил пост советника президента УЕФА,Португалец станет ведущей фигурой в программе послов.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6358548.shtml,AS: Неймар просил УЕФА дисквалифицировать «Барселону» из ЛЧ из-за невыплаченных 26 миллионов евро,Бразилец неудачно попер против бывшего клуба.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6356736.shtml,Букмекеры подарили 50 чистых простыней поставившим на сухой матч Акинфеева с «Манчестер Юнайтед»,Голкипер ЦСКА стал мемом за пределами России.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6350006.shtml,"Форвард «Реала» Криштиану Роналду признан лучшим игроком недели Лиги чемпионов, опередив Неймара","Не «Золотой мяч», но тоже круто."
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6349608.shtml,Казахстан и Белоруссия обходят Германию в таблице коэффициентов за сезон-2017/18,Как и еще 24 чемпионата.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6349481.shtml,Впервые за 36 лет 6 немецких клубов проиграли в еврокубках на одной неделе,Клубы Бундеслиги ужасно стартовали в Европе.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6349356.shtml,"Джеррард – о победе «Челси» в ЛЧ: «Не видел, чтобы «Реал» или «Барса» делали такое с «Атлетико»",Экс-полузащитник «Ливерпуля» очень впечатлен победой «синих».
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6349244.shtml,Рой Кин: «Давид Луис просто лентяй»,Экс-полузащитник «МЮ» раскритиковал защитника «Челси» за действия в матче с «Атлетико».
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6349072.shtml,"Форвард «Челси» Альваро Мората едва не уничтожил Диего Година, впечатав его плечом в газон",С защитником «Атлетико» еще так не поступали.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6348630.shtml,Болельщики «Спортинга» посвятили Лионелю Месси кричалку про Криштиану Роналду,Аргентинец сник и не забил.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6348589.shtml,Фанатик выбежал на поле во время матча «Барселоны» со «Спортингом» и чмокнул Лионеля Месси в бутсу,"Теперь ты знаешь, что такое искренняя любовь."
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6348575.shtml,Миши Батшуайи сделал фото с Фернандо Торресом и Диего Костой и смачно застебал последнего,"Над Костой издеваются не только тренеры, но и одноклубники."
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6348498.shtml,Веселые фото напивающихся фанов «Селтика» и невеселые снимки их драки с полицией Брюсселя,Типичные кельты.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6348477.shtml,«Арена ЦСКА» обновила рекорд посещаемости на матче армейцев с «МЮ»,"Быть полному аншлагу, если бы некоторые англичане не побоялись приехать в Москву."
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6348472.shtml,Президент «ПСЖ» Нассер Аль-Хелаифи: «Неймар – лучший футболист в мире»,Разгром «Баварии» вскружил голову парижанам.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6348449.shtml,"Форвард «МЮ» Ромелу Лукаку: «Отмстил Игорю Акинфееву за то, что не забил ему на ЧМ-2014»",Три года ждал.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6348435.shtml,"Лионель Месси догнал Карлеса Пуйоля по матчам за «Барселону», разделив с ним третье место",До лидеров пока далеко.
https://www.eurosport.ru/football/champions-league/,https://www.eurosport.ru/football/champions-league/2017-2018/story_sto6348302.shtml,"Бросить кости. Почему Антонио Конте прав, изгнав Диего Косту из «Челси»",После покупки Мораты «Челси» вышел на качественно новый уровень.
